"id";"produto_principal";"produto_composicao";"quantidade";"valor_unitario";"valor_custo";"valor_produto";"data"
"13414";"FRESH SALAD";"COUVE FLOR";"0.03";"16.04";"0.48";"51";"2025-10-06 18:21:43"
"13415";"FRESH SALAD";"PICLES ARTESANAL";"0.03";"10.96";"0.33";"51";"2025-10-06 18:21:43"
"13416";"FRESH SALAD";"HAMBURGUER ANGUS 170G";"1";"8.3";"8.3";"51";"2025-10-06 18:21:43"
"13417";"FRESH SALAD";"CREME DE RICOTA";"0.02";"38.32";"0.77";"51";"2025-10-06 18:21:43"
"13418";"FRESH SALAD";"LIMÃO TAITI";"0.02";"5.81";"0.12";"51";"2025-10-06 18:21:43"
"13419";"FRESH SALAD";"CENOURA";"0.03";"3.57";"0.11";"51";"2025-10-06 18:21:43"
"13350";"BRAVO BURGER";"CEBOLA ROXA";"0.02";"4.64";"0.09";"52";"2025-10-06 17:03:51"
"13351";"BRAVO BURGER";"MOSTARDA HEINZ";"0.01";"46.3";"0.46";"52";"2025-10-06 17:03:51"
"13352";"BRAVO BURGER";"HAMBURGUER ANGUS 170G";"1";"8.3";"8.3";"52";"2025-10-06 17:03:51"
"13353";"BRAVO BURGER";"KETCHUP HEINZ 397GR";"0.015";"27.48";"0.41";"52";"2025-10-06 17:03:51"
"13355";"BRAVO BURGER";"PICLES ARTESANAL";"0.02";"10.96";"0.22";"52";"2025-10-06 17:03:51"
"13356";"BRAVO BURGER";"PÃO BRIOCHE";"1";"1.3";"1.3";"52";"2025-10-06 17:03:51"
"13357";"BRAVO BURGER";"QUEIJO MUÇARELA FATIADA";"0.02";"47.76";"0.96";"52";"2025-10-06 17:03:51"
"13358";"BRAVO BURGER";"BROCOLIS";"0.03";"0";"0";"52";"2025-10-06 17:03:51"
"13359";"BRAVO BURGER";"CREME DE RICOTA";"0.03";"38.32";"1.15";"52";"2025-10-06 17:03:51"
"13360";"BRAVO BURGER";"LIMÃO TAITI";"0.005";"5.81";"0.03";"52";"2025-10-06 17:03:51"
"13361";"BRAVO BURGER";"KETCHUP ZERO 310G";"0.015";"31.94";"0.48";"52";"2025-10-06 17:03:51"
"13362";"BRAVO BURGER";"OVO";"1";"0.55";"0.55";"52";"2025-10-06 17:03:51"
"12834";"BASIC CHICKEN";"COUVE FLOR";"0.03";"16.04";"0.48";"39";"2025-10-06 16:41:20"
"12835";"BASIC CHICKEN";"SALSA FRESCA";"0.002";"48";"0.1";"39";"2025-10-06 16:41:20"
"12836";"BASIC CHICKEN";"ARROZ";"0.1";"5.05";"0.5";"39";"2025-10-06 16:41:20"
"12837";"BASIC CHICKEN";"ALHO";"0.01";"22";"0.22";"39";"2025-10-06 16:41:20"
"12838";"BASIC CHICKEN";"CENOURA";"0.04";"3.57";"0.14";"39";"2025-10-06 16:41:20"
"12839";"BASIC CHICKEN";"OVO";"1";"0.55";"0.55";"39";"2025-10-06 16:41:20"
"12840";"BASIC CHICKEN";"SOBRECOXA TEMPERADA";"1";"3.14";"3.14";"39";"2025-10-06 16:41:20"
"12841";"BASIC CHICKEN";"MANJERICÃO FRESCO";"0.03";"50";"1.5";"39";"2025-10-06 16:41:20"
"12842";"BASIC CHICKEN";"PIMENTÃO VERMELHO";"0.01";"19.79";"0.2";"39";"2025-10-06 16:41:20"
"12843";"BASIC CHICKEN";"SAL REFINADO";"0.002";"1.25";"0";"39";"2025-10-06 16:41:20"
"12844";"BASIC CHICKEN";"PIMENTA CALABRESA";"0.001";"45";"0.04";"39";"2025-10-06 16:41:20"
"12845";"BASIC CHICKEN";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"39";"2025-10-06 16:41:20"
"12846";"BASIC CHICKEN";"FEIJAO VERMELHO";"0.02";"16.76";"0.34";"39";"2025-10-06 16:41:20"
"12907";"BASIC CHICKEN";"OLEO DE SOJA";"0.01";"8.75";"0.09";"39";"2025-10-06 16:41:20"
"12832";"BASIC CHICKEN";"BROCOLIS";"0.04";"23.69";"0.95";"39";"2025-10-06 16:41:19"
"12833";"BASIC CHICKEN";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"39";"2025-10-06 16:41:19"
"229";"CAESAR COM FRANGO";"CROUTONS";"0.03";"57.98";"1.74";"58";"2025-10-06 16:25:19"
"230";"CAESAR COM FRANGO";"ALFACE AMERICANA";"0.2";"16.5";"3.3";"58";"2025-10-06 16:25:19"
"231";"CAESAR COM FRANGO";"QUEIJO PARMESÃO";"0.03";"56";"1.68";"58";"2025-10-06 16:25:19"
"233";"CAESAR COM FRANGO";"MOLHO CAESAR / ANCHOVA";"0.05";"44.66";"2.23";"58";"2025-10-06 16:25:19"
"8426";"CAESAR COM FRANGO";"FRANGO CUBOS 200G";"1";"5.09";"5.09";"58";"2025-10-06 16:25:19"
"12037";"FRITAS  COM CHEDDAR E BACON";"BACON EM CUBOS";"0.19";"27.53";"5.23";"57";"2025-10-06 15:07:10"
"12038";"FRITAS  COM CHEDDAR E BACON";"FRITAS 9X18MM";"0.565";"15.06";"8.51";"57";"2025-10-06 15:07:10"
"12039";"FRITAS  COM CHEDDAR E BACON";"SAL COM ERVAS";"0.005";"7.46";"0.04";"57";"2025-10-06 15:07:10"
"12040";"FRITAS  COM CHEDDAR E BACON";"QUEIJO CHEDDAR CREMOSO";"0.15";"27.25";"4.09";"57";"2025-10-06 15:07:10"
"12041";"FRITAS  COM CHEDDAR E BACON";"LEITE INTEGRAL";"0.028";"5.57";"0.16";"57";"2025-10-06 15:07:10"
"12204";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"SAL COM ERVAS";"0.002";"7.46";"0.01";NULL;"2025-10-06 09:24:14"
"12205";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-10-06 09:24:14"
"12206";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"CREME DE LEITE 17";"0.02";"13.07";"0.26";NULL;"2025-10-06 09:24:14"
"12207";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"QUEIJO MUÇARELA";"0.04";"33.02";"1.32";NULL;"2025-10-06 09:24:14"
"12208";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"QUEIJO PARMESÃO";"0.04";"56";"2.24";NULL;"2025-10-06 09:24:14"
"12209";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"SALSA FRESCA";"0.005";"48";"0.24";NULL;"2025-10-06 09:24:14"
"12210";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";NULL;"2025-10-06 09:24:14"
"12211";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"MANTEIGA COM SAL";"0.005";"42.68";"0.21";NULL;"2025-10-06 09:24:14"
"12212";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"OLEO DE SOJA";"0.005";"8.75";"0.04";NULL;"2025-10-06 09:24:14"
"12213";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"OVO";"0.5";"0.55";"0.28";NULL;"2025-10-06 09:24:14"
"12214";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"FARINHA PANKO";"0.01";"19.9";"0.2";NULL;"2025-10-06 09:24:14"
"12215";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"FARINHA DE TRIGO";"0.015";"4.36";"0.07";NULL;"2025-10-06 09:24:14"
"12242";"FETTUCCINE AO MOLHO ALFREDO COM MILANESA DE FRANGO.";"FRANGO PARMEGIANA 120G";"1";"2.97";"2.97";NULL;"2025-10-06 09:24:14"
"9087";"COCA COLA ZERO LATA";"COCA-COLA ZERO LATA";"1";"3.54";"3.54";NULL;"2025-10-05 20:19:19"
"2225";"PETRA";"CERVEJA PETRA";"1";"8";"8";NULL;"2025-10-03 19:13:27"
"10049";"PICANHA PREMIUM  COCA COLA LATA DO VUCA";"CEBOLA BRANCA";"0.03";"2.27";"0.07";NULL;"2025-10-02 17:23:45"
"10050";"PICANHA PREMIUM  COCA COLA LATA DO VUCA";"QUEIJO ESTEPE FATIADO";"0.02";"85.6";"1.71";NULL;"2025-10-02 17:23:45"
"10051";"PICANHA PREMIUM  COCA COLA LATA DO VUCA";"BACON FATIADO - BC";"0.07";"41";"2.87";NULL;"2025-10-02 17:23:45"
"10052";"PICANHA PREMIUM  COCA COLA LATA DO VUCA";"HAMBURGUER ANGUS 170G";"1";"8.3";"8.3";NULL;"2025-10-02 17:23:45"
"10047";"PICANHA PREMIUM  COCA COLA LATA DO VUCA";"PÃO BRIOCHE COM PARMESÃO";"1";"1.4";"1.4";NULL;"2025-10-02 17:23:44"
"10048";"PICANHA PREMIUM  COCA COLA LATA DO VUCA";"MOLHO GARLIC";"0.06";"25.2";"1.51";NULL;"2025-10-02 17:23:44"
"13130";"LASANHA BOLONHESA PRODUCAO";"MOLHO DE TOMATE";"0.15";"3.11";"0.47";NULL;"2025-10-02 17:12:43"
"13134";"LASANHA BOLONHESA PRODUCAO";"MASSA FRESCA P/LASANHA";"0.2";NULL;NULL;NULL;"2025-10-02 17:12:43"
"13145";"LASANHA BOLONHESA";"LASANHA BOLONHESA PRODUCAO";"1";"17.84";"17.84";"39";"2025-10-02 17:10:12"
"6246";"AD RECHEIO PULLED PORK - 90G";"PULLED PORK-1/2 90G";"1";"4";"4";"15";"2025-10-02 16:39:04"
"6247";"AD RECHEIO PULLED PORK - 90G";"QUEIJO MUÇARELA FATIADA";"0.04";"47.76";"1.91";"15";"2025-10-02 16:39:04"
"6248";"AD RECHEIO PULLED PORK - 90G";"SALSA DESIDRATADA";"0.005";"21.9";"0.11";"15";"2025-10-02 16:39:04"
"6249";"AD RECHEIO PULLED PORK - 90G";"MOLHO BARBECUE";"0.035";"8.44";"0.3";"15";"2025-10-02 16:39:04"
"6250";"AD RECHEIO PULLED PORK - 90G";"MOLHO MAIONESE";"0.045";"22.22";"1";"15";"2025-10-02 16:39:04"
"2800";"AD CAESAR SALAD";"CROUTONS";"0.03";"57.98";"1.74";"18";"2025-10-02 15:34:13"
"5438";"AD CAESAR SALAD";"QUEIJO PARMESÃO";"0.015";"56";"0.84";"18";"2025-10-02 15:34:13"
"11868";"AD CAESAR SALAD";"ALFACE AMERICANA";"0.03";"16.5";"0.5";"18";"2025-10-02 15:34:13"
"11869";"AD CAESAR SALAD";"MOLHO CAESAR / ANCHOVA";"0.02";"44.66";"0.89";"18";"2025-10-02 15:34:13"
"13027";"AD PACOQUINHA";"PACOCA DE AMENDOIM";"0.04";"44.55";"1.78";"7";"2025-10-02 15:29:51"
"10673";"VUCA LOCAL PICANHA PREMIUM";"PÃO BRIOCHE COM PARMESÃO";"1";"1.4";"1.4";NULL;"2025-10-02 13:45:23"
"10674";"VUCA LOCAL PICANHA PREMIUM";"MOLHO GARLIC";"0.06";"25.2";"1.51";NULL;"2025-10-02 13:45:23"
"10675";"VUCA LOCAL PICANHA PREMIUM";"CEBOLA BRANCA";"0.02";"2.27";"0.05";NULL;"2025-10-02 13:45:23"
"10676";"VUCA LOCAL PICANHA PREMIUM";"ACUCAR MASCAVO";"0.002";"10.17";"0.02";NULL;"2025-10-02 13:45:23"
"10677";"VUCA LOCAL PICANHA PREMIUM";"QUEIJO ESTEPE FATIADO";"0.02";"85.6";"1.71";NULL;"2025-10-02 13:45:23"
"10678";"VUCA LOCAL PICANHA PREMIUM";"HAMBURGUER ANGUS 170G";"1";"8.3";"8.3";NULL;"2025-10-02 13:45:23"
"10679";"VUCA LOCAL PICANHA PREMIUM";"BACON FATIADO - BC";"0.07";"41";"2.87";NULL;"2025-10-02 13:45:23"
"10680";"VUCA LOCAL PICANHA PREMIUM";"WHISKY P/ PREPARAÇÃO DE PRATOS";"0.001";"39";"0.04";NULL;"2025-10-02 13:45:23"
"10681";"VUCA LOCAL PICANHA PREMIUM";"MOLHO SHOYO";"0.003";"8.15";"0.02";NULL;"2025-10-02 13:45:23"
"10682";"VUCA LOCAL PICANHA PREMIUM";"XAROPE COCA COLA";"0.02";"26.02";"0.52";NULL;"2025-10-02 13:45:23"
"13093";"AD FILE DE FRANGO COM CHIMICHURRI";"MANTEIGA COM SAL";"0.03";"42.68";"1.28";"22";"2025-10-02 13:09:47"
"13094";"AD FILE DE FRANGO COM CHIMICHURRI";"ALHO";"0.005";"22";"0.11";"22";"2025-10-02 13:09:47"
"13095";"AD FILE DE FRANGO COM CHIMICHURRI";"SAL COM ERVAS";"0.005";"7.46";"0.04";"22";"2025-10-02 13:09:47"
"13096";"AD FILE DE FRANGO COM CHIMICHURRI";"SALSA FRESCA";"0.005";"48";"0.24";"22";"2025-10-02 13:09:47"
"13097";"AD FILE DE FRANGO COM CHIMICHURRI";"COUVE FLOR";"0.04";"16.04";"0.64";"22";"2025-10-02 13:09:47"
"13098";"AD FILE DE FRANGO COM CHIMICHURRI";"FRANGO PARMEGIANA 120G";"1";"2.97";"2.97";"22";"2025-10-02 13:09:47"
"13099";"AD FILE DE FRANGO COM CHIMICHURRI";"MANJERICÃO FRESCO";"0.003";"50";"0.15";"22";"2025-10-02 13:09:47"
"13100";"AD FILE DE FRANGO COM CHIMICHURRI";"PIMENTÃO VERMELHO";"0.01";"19.79";"0.2";"22";"2025-10-02 13:09:47"
"13101";"AD FILE DE FRANGO COM CHIMICHURRI";"PIMENTA CALABRESA";"0.001";"45";"0.04";"22";"2025-10-02 13:09:47"
"13102";"AD FILE DE FRANGO COM CHIMICHURRI";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"22";"2025-10-02 13:09:47"
"11376";"AD FETTUCCINE ALHO E OLEO";"SAL COM ERVAS";"0.005";"7.46";"0.04";"16";"2025-10-02 13:09:19"
"11377";"AD FETTUCCINE ALHO E OLEO";"MANTEIGA COM SAL";"0.005";"42.68";"0.21";"16";"2025-10-02 13:09:19"
"11380";"AD FETTUCCINE ALHO E OLEO";"PIMENTA DO REINO";"0.001";"75";"0.08";"16";"2025-10-02 13:09:19"
"11381";"AD FETTUCCINE ALHO E OLEO";"SALSA FRESCA";"0.001";"48";"0.05";"16";"2025-10-02 13:09:19"
"11385";"AD FETTUCCINE ALHO E OLEO";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"16";"2025-10-02 13:09:19"
"12759";"AD FETTUCCINE ALHO E OLEO";"ALHO";"0.0005";"22";"0.01";"16";"2025-10-02 13:09:19"
"11357";"AD FETTUCCINE COM MOLHO POMODORO";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"26";"2025-10-02 13:08:47"
"11358";"AD FETTUCCINE COM MOLHO POMODORO";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"26";"2025-10-02 13:08:47"
"11359";"AD FETTUCCINE COM MOLHO POMODORO";"MANJERICÃO FRESCO";"0.01";"50";"0.5";"26";"2025-10-02 13:08:47"
"11360";"AD FETTUCCINE COM MOLHO POMODORO";"TOMATE TRITURADO";"0.1";"9.41";"0.94";"26";"2025-10-02 13:08:47"
"11362";"AD FETTUCCINE COM MOLHO POMODORO";"OLEO DE SOJA";"0.005";"8.75";"0.04";"26";"2025-10-02 13:08:47"
"11363";"AD FETTUCCINE COM MOLHO POMODORO";"SAL COM ERVAS";"0.002";"7.46";"0.01";"26";"2025-10-02 13:08:47"
"12301";"AD FETTUCCINE COM MOLHO POMODORO";"ALHO";"0.01";"22";"0.22";"26";"2025-10-02 13:08:47"
"12302";"AD FETTUCCINE COM MOLHO POMODORO";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"26";"2025-10-02 13:08:47"
"7808";"MOLHO MADEIRA";"ALHO";"0.005";"22";"0.11";NULL;"2025-10-02 09:52:28"
"7809";"MOLHO MADEIRA";"VINHO TINTO SECO";"0.075";"20.21";"1.52";NULL;"2025-10-02 09:52:28"
"7813";"MOLHO MADEIRA";"ALECRIM FRESCO";"0.01";"60";"0.6";NULL;"2025-10-02 09:52:28"
"12128";"MOLHO MADEIRA";"MANJERICÃO FRESCO";"0.01";"50";"0.5";NULL;"2025-10-02 09:52:28"
"12962";"MOLHO MADEIRA";"DEMI GLACE";"0.06";"40";"2.4";NULL;"2025-10-02 09:52:28"
"12963";"MOLHO MADEIRA";"MANTEIGA COM SAL";"0.006";"42.68";"0.26";NULL;"2025-10-02 09:52:28"
"12964";"MOLHO MADEIRA";"ACUCAR CRISTAL";"0.005";"3.3";"0.02";NULL;"2025-10-02 09:52:28"
"11365";"AD FETTUCCINE MOLHO ALFREDO";"MANTEIGA COM SAL";"0.02";"42.68";"0.85";"36";"2025-10-01 10:58:11"
"11368";"AD FETTUCCINE MOLHO ALFREDO";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"36";"2025-10-01 10:58:11"
"11369";"AD FETTUCCINE MOLHO ALFREDO";"SAL COM ERVAS";"0.002";"7.46";"0.01";"36";"2025-10-01 10:58:11"
"11370";"AD FETTUCCINE MOLHO ALFREDO";"LEITE INTEGRAL";"0.03";"5.57";"0.17";"36";"2025-10-01 10:58:11"
"11371";"AD FETTUCCINE MOLHO ALFREDO";"FARINHA DE TRIGO";"0.005";"4.36";"0.02";"36";"2025-10-01 10:58:11"
"11372";"AD FETTUCCINE MOLHO ALFREDO";"CREME DE LEITE 17";"0.02";"13.07";"0.26";"36";"2025-10-01 10:58:11"
"11373";"AD FETTUCCINE MOLHO ALFREDO";"QUEIJO MUÇARELA";"0.04";"33.02";"1.32";"36";"2025-10-01 10:58:11"
"11797";"AD FETTUCCINE MOLHO ALFREDO";"SALSA FRESCA";"0.005";"48";"0.24";"36";"2025-10-01 10:58:11"
"12300";"AD FETTUCCINE MOLHO ALFREDO";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"36";"2025-10-01 10:58:11"
"11285";"AD PURE DE BATATA";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"12";"2025-10-01 10:57:47"
"11286";"AD PURE DE BATATA";"CREME DE LEITE - 25";"0.02";"28.47";"0.57";"12";"2025-10-01 10:57:47"
"11287";"AD PURE DE BATATA";"BATATA INGLESA";"0.13";"4";"0.52";"12";"2025-10-01 10:57:47"
"11288";"AD PURE DE BATATA";"MANTEIGA COM SAL";"0.03";"42.68";"1.28";"12";"2025-10-01 10:57:47"
"11289";"AD PURE DE BATATA";"SAL COM ERVAS";"0.005";"7.46";"0.04";"12";"2025-10-01 10:57:47"
"11290";"AD PURE DE BATATA";"NOZ MOSCADA";"0.0001";"80";"0.01";"12";"2025-10-01 10:57:47"
"13232";"AD DE FEIJAO";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"10";"2025-10-01 10:54:48"
"13233";"AD DE FEIJAO";"OLEO DE SOJA";"0.005";"8.75";"0.04";"10";"2025-10-01 10:54:48"
"13234";"AD DE FEIJAO";"FEIJAO VERMELHO";"0.02";"16.76";"0.34";"10";"2025-10-01 10:54:48"
"13235";"AD DE FEIJAO";"ALHO";"0.02";"22";"0.44";"10";"2025-10-01 10:54:48"
"13236";"AD DE FEIJAO";"FOLHA DE LOURO";"0.001";"44";"0.04";"10";"2025-10-01 10:54:48"
"13431";"BRAVO BURGER";"CEBOLA ROXA";"0.02";"4.64";"0.09";NULL;"2025-09-30 18:45:16"
"13432";"BRAVO BURGER";"MOSTARDA HEINZ";"0.01";"46.3";"0.46";NULL;"2025-09-30 18:45:16"
"13433";"BRAVO BURGER";"HAMBURGUER ANGUS 170G";"1";"8.3";"8.3";NULL;"2025-09-30 18:45:16"
"13434";"BRAVO BURGER";"KETCHUP HEINZ 397GR";"0.015";"27.48";"0.41";NULL;"2025-09-30 18:45:16"
"13435";"BRAVO BURGER";"PICLES ARTESANAL";"0.02";"10.96";"0.22";NULL;"2025-09-30 18:45:16"
"13436";"BRAVO BURGER";"PÃO BRIOCHE";"1";"1.3";"1.3";NULL;"2025-09-30 18:45:16"
"13437";"BRAVO BURGER";"QUEIJO MUÇARELA FATIADA";"0.02";"47.76";"0.96";NULL;"2025-09-30 18:45:16"
"13438";"BRAVO BURGER";"BROCOLIS";"0.03";"0";"0";NULL;"2025-09-30 18:45:16"
"13439";"BRAVO BURGER";"CREME DE RICOTA";"0.03";"38.32";"1.15";NULL;"2025-09-30 18:45:16"
"13440";"BRAVO BURGER";"LIMÃO TAITI";"0.005";"5.81";"0.03";NULL;"2025-09-30 18:45:16"
"13441";"BRAVO BURGER";"KETCHUP ZERO 310G";"0.015";"31.94";"0.48";NULL;"2025-09-30 18:45:16"
"13442";"BRAVO BURGER";"OVO";"1";"0.55";"0.55";NULL;"2025-09-30 18:45:16"
"9841";"MOLHO MOSTARDA E MEL";"MEL";"0.25";"34.98";"8.74";NULL;"2025-09-30 18:43:40"
"9842";"MOLHO MOSTARDA E MEL";"SAL COM ERVAS";"0.0125";"7.46";"0.09";NULL;"2025-09-30 18:43:40"
"9843";"MOLHO MOSTARDA E MEL";"LIMÃO TAITI";"0.6";"5.81";"3.49";NULL;"2025-09-30 18:43:40"
"9879";"MOLHO MOSTARDA E MEL";"MOSTARDA HEINZ BAG";"0.25";NULL;NULL;NULL;"2025-09-30 18:43:40"
"9880";"MOLHO MOSTARDA E MEL";"TAMPA P/ GARRAFA PET SUCO";"2";"0.17";"0.34";NULL;"2025-09-30 18:43:40"
"10017";"MOLHO MOSTARDA E MEL";"GARRAFA PET SUCO 500 ML - DELIVERY";"2";"1.02";"2.04";NULL;"2025-09-30 18:43:40"
"13388";"MOLHO MOSTARDA E MEL";"AZEITE COMPOSTO";"0.25";"20.16";"5.04";NULL;"2025-09-30 18:43:40"
"13363";"BRAVO CHICKEN";"CEBOLA ROXA";"0.02";"4.64";"0.09";"39";"2025-09-30 18:00:19"
"13364";"BRAVO CHICKEN";"MOSTARDA HEINZ";"0.01";"46.3";"0.46";"39";"2025-09-30 18:00:19"
"13368";"BRAVO CHICKEN";"PICLES ARTESANAL";"0.02";"10.96";"0.22";"39";"2025-09-30 18:00:19"
"13369";"BRAVO CHICKEN";"PÃO BRIOCHE";"1";"1.3";"1.3";"39";"2025-09-30 18:00:19"
"13370";"BRAVO CHICKEN";"QUEIJO MUÇARELA FATIADA";"0.02";"47.76";"0.96";"39";"2025-09-30 18:00:19"
"13371";"BRAVO CHICKEN";"BROCOLIS";"0.03";"0";"0";"39";"2025-09-30 18:00:19"
"13372";"BRAVO CHICKEN";"CREME DE RICOTA";"0.03";"38.32";"1.15";"39";"2025-09-30 18:00:19"
"13373";"BRAVO CHICKEN";"LIMÃO TAITI";"0.005";"5.81";"0.03";"39";"2025-09-30 18:00:19"
"13374";"BRAVO CHICKEN";"KETCHUP ZERO 310G";"0.01";"31.94";"0.32";"39";"2025-09-30 18:00:19"
"13375";"BRAVO CHICKEN";"OVO";"1";"0.55";"0.55";"39";"2025-09-30 18:00:19"
"13430";"BRAVO CHICKEN";"FRANGO PARMEGIANA 120G";"1";"2.97";"2.97";"39";"2025-09-30 18:00:19"
"13365";"BRAVO CHICKEN";"HAMBURGUER ANGUS 170G";"1";"8.3";"8.3";"39";"2025-09-30 17:42:27"
"13429";"BRAVO CHICKEN";"ALFACE AMERICANA";"0.1";"16.5";"1.65";"39";"2025-09-30 17:42:27"
"13425";"YELLOW ZERO";"MARACUJA COM SEMENTE";"0.04";"28";"1.12";"19";"2025-09-30 17:31:52"
"13420";"YELLOW ZERO";"HORTELÃ";"0.005";"50";"0.25";"19";"2025-09-30 17:31:51"
"13421";"YELLOW ZERO";"LIMÃO TAITI";"0.04";"5.81";"0.23";"19";"2025-09-30 17:31:51"
"13424";"YELLOW ZERO";"H2OH LIMONETO";"0.5";"4.49";"2.24";"19";"2025-09-30 17:31:51"
"13422";"YELLOW ZERO";"MORANGO FRESCO";"0.002";"25";"0.05";"19";"2025-09-30 17:27:42"
"13381";"PINK ZERO";"MORANGO FRESCO";"0.002";"25";"0.05";"19";"2025-09-30 17:01:50"
"13382";"PINK ZERO";"MORANGO CONGELADO";"0.1";"11.9";"1.19";"19";"2025-09-30 17:01:50"
"13383";"PINK ZERO";"H2OH LIMONETO";"0.5";"4.49";"2.24";"19";"2025-09-30 17:01:50"
"13377";"PINK ZERO";"HORTELÃ";"0.005";"50";"0.25";"19";"2025-09-30 17:01:49"
"13380";"PINK ZERO";"LIMÃO TAITI";"0.04";"5.81";"0.23";"19";"2025-09-30 17:01:49"
"13366";"BRAVO CHICKEN";"KETCHUP HEINZ 397GR";"0.015";"27.48";"0.41";"39";"2025-09-30 16:57:15"
"13367";"BRAVO CHICKEN";"BACON FATIADO - BC";"0.07";"41";"2.87";"39";"2025-09-30 16:57:15"
"13354";"BRAVO BURGER";"BACON FATIADO - BC";"0.07";"41";"2.87";"52";"2025-09-30 16:09:42"
"13384";"MIX ZERO";"LIMÃO TAITI";"0.04";"5.81";"0.23";"35";"2025-09-30 16:09:09"
"13386";"MIX ZERO";"MARACUJA COM SEMENTE";"0.04";"28";"1.12";"35";"2025-09-30 16:09:09"
"13387";"MIX ZERO";"H2OH LIMONETO";"0.5";"4.49";"2.24";"35";"2025-09-30 16:09:09"
"13423";"YELLOW ZERO";"MORANGO CONGELADO";"0.1";"11.9";"1.19";"19";"2025-09-30 15:14:18"
"12660";"FRESH FILE SALAD";"FRANGO CUBOS 200G";"2";"5.09";"10.18";"52";"2025-09-30 12:04:04"
"12663";"FRESH FILE SALAD";"OVO";"1";"0.55";"0.55";"52";"2025-09-30 12:04:04"
"12664";"FRESH FILE SALAD";"MOLHO MAIONESE";"0.02";"22.22";"0.44";"52";"2025-09-30 12:04:04"
"12665";"FRESH FILE SALAD";"TOMATE CEREJA";"0.05";"14";"0.7";"52";"2025-09-30 12:04:04"
"11629";"CAESAR COM FRANGO.";"CROUTONS";"0.03";"57.98";"1.74";NULL;"2025-09-29 14:37:45"
"11630";"CAESAR COM FRANGO.";"ALFACE AMERICANA";"0.2";"16.5";"3.3";NULL;"2025-09-29 14:37:45"
"11631";"CAESAR COM FRANGO.";"QUEIJO PARMESÃO";"0.03";"56";"1.68";NULL;"2025-09-29 14:37:45"
"11632";"CAESAR COM FRANGO.";"MOLHO CAESAR / ANCHOVA";"0.06";"44.66";"2.68";NULL;"2025-09-29 14:37:45"
"11633";"CAESAR COM FRANGO.";"FRANGO CUBOS 200G";"1";"5.09";"5.09";NULL;"2025-09-29 14:37:45"
"12620";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";NULL;"2025-09-29 11:30:10"
"12621";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"FRANGO CUBOS 200G";"1";"5.09";"5.09";NULL;"2025-09-29 11:30:10"
"12622";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"QUEIJO MUÇARELA";"0.02";"33.02";"0.66";NULL;"2025-09-29 11:30:10"
"12623";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-09-29 11:30:10"
"12625";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"SALSA FRESCA";"0.01";"48";"0.48";NULL;"2025-09-29 11:30:10"
"12626";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"QUEIJO CHEDDAR FATIA";"0.02";"33.3";"0.67";NULL;"2025-09-29 11:30:10"
"12627";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";NULL;"2025-09-29 11:30:10"
